y_train,dt
1,0.3793103448275862
1,0.869281045751634
0,0.6307692307692307
1,0.6307692307692307
0,0.36363636363636365
0,0.6377952755905512
0,0.3793103448275862
1,0.6307692307692307
1,0.869281045751634
1,0.6377952755905512
0,0.6377952755905512
0,0.36363636363636365
1,0.6377952755905512
1,0.869281045751634
0,0.3793103448275862
1,0.869281045751634
0,0.3793103448275862
1,0.6307692307692307
0,0.6307692307692307
1,0.05357142857142857
1,0.6307692307692307
1,0.869281045751634
1,0.36363636363636365
1,0.3793103448275862
1,0.869281045751634
1,0.6377952755905512
0,0.6377952755905512
0,0.6377952755905512
1,0.869281045751634
1,0.3793103448275862
0,0.05357142857142857
0,0.6377952755905512
1,0.869281045751634
1,0.6377952755905512
1,0.869281045751634
1,0.05357142857142857
1,0.3793103448275862
0,0.3793103448275862
0,0.05357142857142857
1,0.6307692307692307
1,0.6377952755905512
0,0.869281045751634
1,0.6307692307692307
0,0.6377952755905512
1,0.869281045751634
1,0.6377952755905512
1,0.36363636363636365
1,0.35294117647058826
1,0.869281045751634
1,0.6377952755905512
0,0.05357142857142857
1,0.869281045751634
0,0.869281045751634
1,0.869281045751634
1,0.869281045751634
1,0.36363636363636365
1,1.0
0,0.3793103448275862
1,0.3793103448275862
1,0.6377952755905512
0,0.6377952755905512
1,0.6377952755905512
1,0.3793103448275862
0,0.6377952755905512
1,0.3793103448275862
1,0.6377952755905512
1,0.36363636363636365
1,0.6377952755905512
1,0.869281045751634
1,0.3793103448275862
1,0.3793103448275862
0,0.869281045751634
0,0.3793103448275862
1,0.869281045751634
0,0.6377952755905512
0,0.6377952755905512
0,0.869281045751634
0,0.6377952755905512
1,0.869281045751634
0,0.05357142857142857
0,0.3793103448275862
1,0.869281045751634
1,0.6307692307692307
0,0.3793103448275862
1,0.869281045751634
1,0.869281045751634
1,0.869281045751634
1,0.36363636363636365
1,0.6307692307692307
1,0.6377952755905512
1,0.869281045751634
0,0.36363636363636365
0,0.6377952755905512
1,0.6377952755905512
0,0.3793103448275862
1,0.869281045751634
0,0.869281045751634
1,0.869281045751634
1,0.869281045751634
0,0.869281045751634
0,0.36363636363636365
0,0.6377952755905512
1,0.6377952755905512
1,0.6307692307692307
1,0.6377952755905512
1,0.869281045751634
0,0.36363636363636365
1,0.6377952755905512
1,0.35294117647058826
1,0.6377952755905512
1,0.6377952755905512
1,0.6307692307692307
0,0.6377952755905512
0,0.05357142857142857
1,0.869281045751634
1,0.869281045751634
1,0.869281045751634
0,0.6377952755905512
1,0.36363636363636365
1,0.869281045751634
1,0.869281045751634
0,0.6377952755905512
1,0.6307692307692307
1,0.869281045751634
0,0.05357142857142857
1,0.6307692307692307
1,0.869281045751634
0,0.36363636363636365
0,0.3793103448275862
0,0.6377952755905512
1,0.869281045751634
1,0.869281045751634
1,0.36363636363636365
0,0.05357142857142857
1,0.869281045751634
0,0.05357142857142857
1,0.869281045751634
0,0.05357142857142857
1,0.6307692307692307
0,0.36363636363636365
1,0.36363636363636365
1,0.35294117647058826
1,0.869281045751634
0,0.05357142857142857
0,0.05357142857142857
0,0.6377952755905512
1,0.6377952755905512
0,0.3793103448275862
1,0.35294117647058826
1,0.6377952755905512
1,0.869281045751634
0,0.6377952755905512
0,0.05357142857142857
1,0.6377952755905512
0,0.36363636363636365
1,0.3793103448275862
1,0.869281045751634
0,0.3793103448275862
0,0.35294117647058826
1,0.6377952755905512
0,0.6377952755905512
0,0.6307692307692307
1,0.869281045751634
0,0.05357142857142857
1,0.869281045751634
0,0.869281045751634
1,0.6307692307692307
1,0.869281045751634
0,0.6307692307692307
0,0.3793103448275862
1,0.869281045751634
1,0.869281045751634
1,0.6307692307692307
1,1.0
0,0.36363636363636365
0,0.36363636363636365
0,0.05357142857142857
1,0.869281045751634
0,0.3793103448275862
1,0.6377952755905512
1,0.6377952755905512
0,0.3793103448275862
1,0.6377952755905512
0,0.05357142857142857
1,0.6377952755905512
0,0.05357142857142857
0,0.36363636363636365
0,0.05357142857142857
1,0.6377952755905512
1,0.6377952755905512
1,0.869281045751634
1,0.869281045751634
1,0.6377952755905512
0,0.36363636363636365
1,0.3793103448275862
0,0.36363636363636365
0,0.36363636363636365
1,0.869281045751634
1,0.6377952755905512
1,0.6377952755905512
1,0.6377952755905512
1,0.36363636363636365
1,0.3793103448275862
1,0.869281045751634
1,0.869281045751634
0,0.3793103448275862
0,0.3793103448275862
0,0.6377952755905512
0,0.3793103448275862
1,0.869281045751634
1,0.869281045751634
1,0.869281045751634
0,0.6377952755905512
1,0.3793103448275862
1,0.3793103448275862
1,0.869281045751634
0,0.3793103448275862
0,0.35294117647058826
1,0.6307692307692307
1,0.869281045751634
1,0.6307692307692307
0,0.3793103448275862
0,0.6377952755905512
0,0.6377952755905512
0,0.3793103448275862
0,0.36363636363636365
1,0.35294117647058826
0,0.05357142857142857
0,0.3793103448275862
1,0.6377952755905512
0,0.3793103448275862
0,0.36363636363636365
1,0.6377952755905512
0,0.3793103448275862
0,0.6377952755905512
1,0.869281045751634
1,0.6377952755905512
0,0.6377952755905512
1,0.6377952755905512
1,0.36363636363636365
1,0.869281045751634
1,0.869281045751634
1,0.3793103448275862
0,0.6377952755905512
1,0.869281045751634
0,0.05357142857142857
0,0.6377952755905512
1,0.869281045751634
0,0.6307692307692307
1,0.869281045751634
0,0.6377952755905512
1,0.6377952755905512
1,0.6377952755905512
0,0.6377952755905512
1,0.6307692307692307
1,0.869281045751634
0,0.3793103448275862
1,0.3793103448275862
0,0.3793103448275862
0,0.6307692307692307
1,0.6307692307692307
0,0.3793103448275862
0,0.6377952755905512
0,0.35294117647058826
0,0.05357142857142857
0,0.05357142857142857
1,0.3793103448275862
0,0.36363636363636365
0,0.05357142857142857
1,0.6377952755905512
1,0.6377952755905512
1,0.6377952755905512
0,0.3793103448275862
1,0.869281045751634
0,0.3793103448275862
0,0.05357142857142857
0,0.3793103448275862
1,0.6307692307692307
0,0.6307692307692307
0,0.869281045751634
1,0.869281045751634
0,0.869281045751634
0,0.6307692307692307
1,0.869281045751634
0,0.36363636363636365
1,0.869281045751634
1,0.3793103448275862
1,0.869281045751634
1,0.869281045751634
1,0.6307692307692307
1,0.36363636363636365
0,0.6307692307692307
0,0.6377952755905512
0,0.05357142857142857
1,0.6377952755905512
0,0.6377952755905512
1,0.869281045751634
0,0.05357142857142857
1,0.3793103448275862
1,0.869281045751634
1,0.3793103448275862
1,0.6377952755905512
1,0.869281045751634
0,0.3793103448275862
0,0.3793103448275862
0,0.36363636363636365
1,0.6307692307692307
1,0.6307692307692307
1,0.869281045751634
0,0.869281045751634
1,0.3793103448275862
1,0.6307692307692307
1,0.6377952755905512
1,0.869281045751634
0,0.36363636363636365
1,0.3793103448275862
0,0.6307692307692307
0,0.869281045751634
0,0.36363636363636365
1,0.869281045751634
0,0.6307692307692307
1,0.869281045751634
0,0.6377952755905512
1,0.869281045751634
0,0.3793103448275862
0,0.3793103448275862
1,0.869281045751634
1,0.869281045751634
1,0.869281045751634
1,0.6377952755905512
0,0.6307692307692307
0,0.05357142857142857
0,0.3793103448275862
0,0.05357142857142857
0,0.05357142857142857
0,0.35294117647058826
0,0.35294117647058826
0,0.6377952755905512
1,0.869281045751634
1,0.869281045751634
1,0.869281045751634
0,0.05357142857142857
0,0.6377952755905512
1,0.869281045751634
1,0.869281045751634
0,0.36363636363636365
0,0.3793103448275862
1,0.869281045751634
0,0.6307692307692307
0,0.05357142857142857
1,0.869281045751634
1,0.36363636363636365
1,0.36363636363636365
1,0.3793103448275862
1,0.6307692307692307
1,0.6377952755905512
1,0.869281045751634
0,0.3793103448275862
1,0.869281045751634
1,0.6377952755905512
0,0.05357142857142857
1,0.6307692307692307
1,1.0
1,0.869281045751634
1,0.6377952755905512
1,0.869281045751634
1,0.6377952755905512
0,0.36363636363636365
1,0.36363636363636365
0,0.6307692307692307
1,0.6307692307692307
1,0.36363636363636365
1,0.6307692307692307
1,0.6377952755905512
1,1.0
1,0.869281045751634
0,0.6377952755905512
0,0.3793103448275862
0,0.6307692307692307
0,0.6377952755905512
1,0.869281045751634
1,0.6377952755905512
0,0.6377952755905512
0,0.05357142857142857
1,0.869281045751634
0,0.36363636363636365
0,0.6307692307692307
1,0.6307692307692307
0,0.05357142857142857
1,0.6307692307692307
0,0.05357142857142857
0,0.869281045751634
1,0.6377952755905512
1,0.869281045751634
1,0.3793103448275862
0,0.3793103448275862
0,0.36363636363636365
1,0.869281045751634
0,0.3793103448275862
0,0.35294117647058826
0,0.3793103448275862
1,0.869281045751634
0,0.3793103448275862
1,0.6377952755905512
1,0.869281045751634
0,0.35294117647058826
0,0.869281045751634
0,0.05357142857142857
1,0.869281045751634
0,0.869281045751634
1,0.869281045751634
1,0.6377952755905512
1,0.3793103448275862
0,0.6377952755905512
1,0.6377952755905512
1,0.6307692307692307
1,0.6307692307692307
1,0.869281045751634
0,0.6377952755905512
1,0.6377952755905512
0,0.05357142857142857
0,0.35294117647058826
0,0.05357142857142857
